Env,Agent,Down,Dist,Field,Top_Choice,Top_Prob,Pass_Prob,Run_Prob,Punt_Prob,FG_Prob
nfl-bucketed,deep_cfr,4,Short,Opp 2,I_FORM,0.236,0.498,0.502,0.0,0.0
nfl-bucketed,deep_cfr,4,Med,Own 3,SINGLEBACK,0.211,0.546,0.454,0.0,0.0
nfl-bucketed,deep_cfr,4,Med,Own 8,SINGLEBACK,0.212,0.527,0.473,0.0,0.0
nfl-bucketed,deep_cfr,4,Med,Own 13,SINGLEBACK,0.215,0.518,0.482,0.0,0.0
nfl-bucketed,deep_cfr,4,Med,Own 18,SINGLEBACK,0.214,0.516,0.484,0.0,0.0
nfl-bucketed,deep_cfr,4,Med,Own 23,SINGLEBACK,0.211,0.517,0.483,0.0,0.0
nfl-bucketed,deep_cfr,4,Med,Own 28,SINGLEBACK,0.211,0.517,0.483,0.0,0.0
nfl-bucketed,deep_cfr,4,Med,Own 33,SINGLEBACK,0.211,0.517,0.483,0.0,0.0
nfl-bucketed,deep_cfr,4,Med,Own 38,SINGLEBACK,0.211,0.48,0.52,0.0,0.0
nfl-bucketed,deep_cfr,4,Med,Own 43,EMPTY,0.236,0.434,0.566,0.0,0.0
nfl-bucketed,deep_cfr,4,Med,Own 48,SINGLEBACK,0.255,0.434,0.566,0.0,0.0
nfl-bucketed,deep_cfr,4,Med,Opp 47,SINGLEBACK,0.325,0.475,0.525,0.0,0.0
nfl-bucketed,deep_cfr,4,Med,Opp 42,I_FORM,0.26,0.554,0.446,0.0,0.0
nfl-bucketed,deep_cfr,4,Med,Opp 37,I_FORM,0.253,0.611,0.389,0.0,0.0
nfl-bucketed,deep_cfr,4,Med,Opp 32,I_FORM,0.251,0.508,0.492,0.0,0.0
nfl-bucketed,deep_cfr,4,Med,Opp 27,EMPTY,0.377,0.598,0.402,0.0,0.0
nfl-bucketed,deep_cfr,4,Med,Opp 22,EMPTY,0.25,0.409,0.591,0.0,0.0
nfl-bucketed,deep_cfr,4,Med,Opp 17,SINGLEBACK,0.407,0.438,0.562,0.0,0.0
nfl-bucketed,deep_cfr,4,Med,Opp 12,I_FORM,0.317,0.369,0.631,0.0,0.0
nfl-bucketed,deep_cfr,4,Med,Opp 7,EMPTY,0.289,0.51,0.49,0.0,0.0
nfl-bucketed,deep_cfr,4,Med,Opp 2,SINGLEBACK,0.427,0.283,0.717,0.0,0.0
nfl-bucketed,deep_cfr,4,Long,Own 3,UNDER CENTER,0.242,0.503,0.497,0.0,0.0
nfl-bucketed,deep_cfr,4,Long,Own 8,UNDER CENTER,0.234,0.5,0.5,0.0,0.0
nfl-bucketed,deep_cfr,4,Long,Own 13,UNDER CENTER,0.225,0.498,0.502,0.0,0.0
nfl-bucketed,deep_cfr,4,Long,Own 18,UNDER CENTER,0.217,0.498,0.502,0.0,0.0
nfl-bucketed,deep_cfr,4,Long,Own 23,UNDER CENTER,0.209,0.498,0.502,0.0,0.0
nfl-bucketed,deep_cfr,4,Long,Own 28,EMPTY,0.527,0.498,0.502,0.0,0.0
nfl-bucketed,deep_cfr,4,Long,Own 33,SINGLEBACK,0.208,0.499,0.501,0.0,0.0
nfl-bucketed,deep_cfr,4,Long,Own 38,SINGLEBACK,0.207,0.499,0.501,0.0,0.0
nfl-bucketed,deep_cfr,4,Long,Own 43,I_FORM,0.23,0.494,0.506,0.0,0.0
nfl-bucketed,deep_cfr,4,Long,Own 48,SHOTGUN,0.212,0.487,0.513,0.0,0.0
nfl-bucketed,deep_cfr,4,Long,Opp 47,EMPTY,0.229,0.548,0.452,0.0,0.0
nfl-bucketed,deep_cfr,4,Long,Opp 42,SINGLEBACK,0.27,0.477,0.523,0.0,0.0
nfl-bucketed,deep_cfr,4,Long,Opp 37,SHOTGUN,0.241,0.528,0.472,0.0,0.0
nfl-bucketed,deep_cfr,4,Long,Opp 32,SINGLEBACK,0.279,0.57,0.43,0.0,0.0
nfl-bucketed,deep_cfr,4,Long,Opp 27,SINGLEBACK,0.235,0.511,0.489,0.0,0.0
nfl-bucketed,deep_cfr,4,Long,Opp 22,I_FORM,0.237,0.5,0.5,0.0,0.0
nfl-bucketed,deep_cfr,4,Long,Opp 17,UNDER CENTER,0.259,0.324,0.676,0.0,0.0
nfl-bucketed,deep_cfr,4,Long,Opp 12,EMPTY,0.29,0.481,0.519,0.0,0.0
nfl-bucketed,deep_cfr,4,Long,Opp 7,SINGLEBACK,0.408,0.313,0.686,0.0,0.0
nfl-bucketed,deep_cfr,4,Long,Opp 2,SINGLEBACK,0.796,0.1,0.899,0.0,0.0
nfl-bucketed,deep_cfr,4,V.Long,Own 3,UNDER CENTER,0.281,0.508,0.492,0.0,0.0
nfl-bucketed,deep_cfr,4,V.Long,Own 8,UNDER CENTER,0.274,0.505,0.495,0.0,0.0
nfl-bucketed,deep_cfr,4,V.Long,Own 13,UNDER CENTER,0.267,0.502,0.498,0.0,0.0
nfl-bucketed,deep_cfr,4,V.Long,Own 18,UNDER CENTER,0.261,0.499,0.501,0.0,0.0
nfl-bucketed,deep_cfr,4,V.Long,Own 23,EMPTY,0.373,0.022,0.978,0.0,0.0
nfl-bucketed,deep_cfr,4,V.Long,Own 28,UNDER CENTER,0.545,0.0,1.0,0.0,0.0
nfl-bucketed,deep_cfr,4,V.Long,Own 33,EMPTY,0.909,0.0,1.0,0.0,0.0
nfl-bucketed,deep_cfr,4,V.Long,Own 38,EMPTY,0.94,0.0,0.999,0.0,0.0
nfl-bucketed,deep_cfr,4,V.Long,Own 43,EMPTY,0.41,0.0,1.0,0.0,0.0
nfl-bucketed,deep_cfr,4,V.Long,Own 48,I_FORM,0.294,0.0,1.0,0.0,0.0
nfl-bucketed,deep_cfr,4,V.Long,Opp 47,I_FORM,0.33,0.005,0.995,0.0,0.0
nfl-bucketed,deep_cfr,4,V.Long,Opp 42,SINGLEBACK,0.336,0.558,0.442,0.0,0.0
nfl-bucketed,deep_cfr,4,V.Long,Opp 37,SINGLEBACK,0.591,0.895,0.104,0.0,0.0
nfl-bucketed,deep_cfr,4,V.Long,Opp 32,SHOTGUN,0.464,0.9,0.1,0.0,0.0
nfl-bucketed,deep_cfr,4,V.Long,Opp 27,I_FORM,0.589,0.918,0.082,0.0,0.0
nfl-bucketed,deep_cfr,4,V.Long,Opp 22,I_FORM,0.713,0.982,0.018,0.0,0.0
nfl-bucketed,deep_cfr,4,V.Long,Opp 17,I_FORM,0.499,0.978,0.022,0.0,0.0
nfl-bucketed,deep_cfr,4,V.Long,Opp 12,I_FORM,0.868,0.863,0.137,0.0,0.0
nfl-bucketed,deep_cfr,4,V.Long,Opp 7,I_FORM,0.915,0.353,0.647,0.0,0.0
nfl-bucketed,deep_cfr,4,V.Long,Opp 2,I_FORM,0.854,0.021,0.979,0.0,0.0
nfl-iig-bucketed,ppo,1,Short,Own 3,I_FORM,0.353,0.678,0.322,0.0,0.0
nfl-iig-bucketed,ppo,1,Short,Own 8,I_FORM,0.338,0.683,0.317,0.0,0.0
nfl-iig-bucketed,ppo,1,Short,Own 13,I_FORM,0.322,0.686,0.314,0.0,0.0
nfl-iig-bucketed,ppo,1,Short,Own 18,I_FORM,0.304,0.691,0.309,0.0,0.0
nfl-iig-bucketed,ppo,1,Short,Own 23,I_FORM,0.285,0.697,0.303,0.0,0.0
nfl-iig-bucketed,ppo,1,Short,Own 28,I_FORM,0.265,0.707,0.293,0.0,0.0
nfl-iig-bucketed,ppo,1,Short,Own 33,I_FORM,0.242,0.721,0.279,0.0,0.0
nfl-iig-bucketed,ppo,1,Short,Own 38,I_FORM,0.219,0.744,0.256,0.0,0.0
nfl-iig-bucketed,ppo,1,Short,Own 43,UNDER CENTER,0.222,0.772,0.228,0.0,0.0
nfl-iig-bucketed,ppo,1,Short,Own 48,UNDER CENTER,0.246,0.808,0.192,0.0,0.0
nfl-iig-bucketed,ppo,1,Short,Opp 47,UNDER CENTER,0.276,0.848,0.152,0.0,0.0
nfl-iig-bucketed,ppo,1,Short,Opp 42,UNDER CENTER,0.308,0.886,0.114,0.0,0.0
nfl-iig-bucketed,ppo,1,Short,Opp 37,UNDER CENTER,0.344,0.919,0.081,0.0,0.0
nfl-iig-bucketed,ppo,1,Short,Opp 32,UNDER CENTER,0.392,0.947,0.053,0.0,0.0
nfl-iig-bucketed,ppo,1,Short,Opp 27,UNDER CENTER,0.443,0.966,0.034,0.0,0.0
nfl-iig-bucketed,ppo,1,Short,Opp 22,UNDER CENTER,0.494,0.979,0.021,0.0,0.0
nfl-iig-bucketed,ppo,1,Short,Opp 17,UNDER CENTER,0.541,0.988,0.012,0.0,0.0
nfl-iig-bucketed,ppo,1,Short,Opp 12,UNDER CENTER,0.581,0.993,0.007,0.0,0.0
nfl-iig-bucketed,ppo,1,Short,Opp 7,UNDER CENTER,0.616,0.996,0.004,0.0,0.0
nfl-iig-bucketed,ppo,1,Short,Opp 2,UNDER CENTER,0.648,0.997,0.003,0.0,0.0
nfl-iig-bucketed,ppo,1,Med,Own 3,I_FORM,0.363,0.95,0.05,0.0,0.0
nfl-iig-bucketed,ppo,1,Med,Own 8,I_FORM,0.349,0.943,0.057,0.0,0.0
nfl-iig-bucketed,ppo,1,Med,Own 13,I_FORM,0.334,0.936,0.064,0.0,0.0
nfl-iig-bucketed,ppo,1,Med,Own 18,I_FORM,0.316,0.93,0.07,0.0,0.0
nfl-iig-bucketed,ppo,1,Med,Own 23,I_FORM,0.297,0.925,0.075,0.0,0.0
nfl-iig-bucketed,ppo,1,Med,Own 28,I_FORM,0.277,0.921,0.079,0.0,0.0
nfl-iig-bucketed,ppo,1,Med,Own 33,I_FORM,0.256,0.922,0.078,0.0,0.0
nfl-iig-bucketed,ppo,1,Med,Own 38,I_FORM,0.234,0.93,0.07,0.0,0.0
nfl-iig-bucketed,ppo,1,Med,Own 43,UNDER CENTER,0.223,0.94,0.06,0.0,0.0
nfl-iig-bucketed,ppo,1,Med,Own 48,UNDER CENTER,0.239,0.949,0.051,0.0,0.0
nfl-iig-bucketed,ppo,1,Med,Opp 47,UNDER CENTER,0.269,0.959,0.041,0.0,0.0
nfl-iig-bucketed,ppo,1,Med,Opp 42,UNDER CENTER,0.309,0.97,0.03,0.0,0.0
nfl-iig-bucketed,ppo,1,Med,Opp 37,UNDER CENTER,0.359,0.98,0.02,0.0,0.0
nfl-iig-bucketed,ppo,1,Med,Opp 32,UNDER CENTER,0.42,0.988,0.012,0.0,0.0
nfl-iig-bucketed,ppo,1,Med,Opp 27,UNDER CENTER,0.479,0.993,0.007,0.0,0.0
nfl-iig-bucketed,ppo,1,Med,Opp 22,UNDER CENTER,0.525,0.996,0.004,0.0,0.0
nfl-iig-bucketed,ppo,1,Med,Opp 17,UNDER CENTER,0.564,0.998,0.002,0.0,0.0
nfl-iig-bucketed,ppo,1,Med,Opp 12,UNDER CENTER,0.598,0.999,0.001,0.0,0.0
nfl-iig-bucketed,ppo,1,Med,Opp 7,UNDER CENTER,0.626,0.999,0.001,0.0,0.0
nfl-iig-bucketed,ppo,1,Med,Opp 2,UNDER CENTER,0.649,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,Short,Own 3,I_FORM,0.379,0.503,0.497,0.0,0.0
nfl-iig-bucketed,ppo,2,Short,Own 8,I_FORM,0.365,0.509,0.491,0.0,0.0
nfl-iig-bucketed,ppo,2,Short,Own 13,I_FORM,0.351,0.522,0.478,0.0,0.0
nfl-iig-bucketed,ppo,2,Short,Own 18,I_FORM,0.336,0.537,0.463,0.0,0.0
nfl-iig-bucketed,ppo,2,Short,Own 23,I_FORM,0.319,0.552,0.448,0.0,0.0
nfl-iig-bucketed,ppo,2,Short,Own 28,I_FORM,0.3,0.569,0.431,0.0,0.0
nfl-iig-bucketed,ppo,2,Short,Own 33,I_FORM,0.277,0.596,0.404,0.0,0.0
nfl-iig-bucketed,ppo,2,Short,Own 38,I_FORM,0.251,0.631,0.369,0.0,0.0
nfl-iig-bucketed,ppo,2,Short,Own 43,UNDER CENTER,0.237,0.671,0.329,0.0,0.0
nfl-iig-bucketed,ppo,2,Short,Own 48,UNDER CENTER,0.246,0.711,0.289,0.0,0.0
nfl-iig-bucketed,ppo,2,Short,Opp 47,UNDER CENTER,0.263,0.754,0.246,0.0,0.0
nfl-iig-bucketed,ppo,2,Short,Opp 42,UNDER CENTER,0.296,0.802,0.198,0.0,0.0
nfl-iig-bucketed,ppo,2,Short,Opp 37,UNDER CENTER,0.338,0.854,0.146,0.0,0.0
nfl-iig-bucketed,ppo,2,Short,Opp 32,UNDER CENTER,0.392,0.905,0.095,0.0,0.0
nfl-iig-bucketed,ppo,2,Short,Opp 27,UNDER CENTER,0.454,0.943,0.057,0.0,0.0
nfl-iig-bucketed,ppo,2,Short,Opp 22,UNDER CENTER,0.51,0.967,0.033,0.0,0.0
nfl-iig-bucketed,ppo,2,Short,Opp 17,UNDER CENTER,0.564,0.982,0.018,0.0,0.0
nfl-iig-bucketed,ppo,2,Short,Opp 12,UNDER CENTER,0.611,0.99,0.01,0.0,0.0
nfl-iig-bucketed,ppo,2,Short,Opp 7,UNDER CENTER,0.65,0.995,0.005,0.0,0.0
nfl-iig-bucketed,ppo,2,Short,Opp 2,UNDER CENTER,0.681,0.997,0.003,0.0,0.0
nfl-iig-bucketed,ppo,2,Med,Own 3,I_FORM,0.383,0.996,0.004,0.0,0.0
nfl-iig-bucketed,ppo,2,Med,Own 8,I_FORM,0.37,0.995,0.005,0.0,0.0
nfl-iig-bucketed,ppo,2,Med,Own 13,I_FORM,0.357,0.995,0.005,0.0,0.0
nfl-iig-bucketed,ppo,2,Med,Own 18,I_FORM,0.343,0.994,0.006,0.0,0.0
nfl-iig-bucketed,ppo,2,Med,Own 23,I_FORM,0.33,0.993,0.007,0.0,0.0
nfl-iig-bucketed,ppo,2,Med,Own 28,I_FORM,0.316,0.993,0.007,0.0,0.0
nfl-iig-bucketed,ppo,2,Med,Own 33,I_FORM,0.3,0.992,0.008,0.0,0.0
nfl-iig-bucketed,ppo,2,Med,Own 38,I_FORM,0.28,0.992,0.008,0.0,0.0
nfl-iig-bucketed,ppo,2,Med,Own 43,I_FORM,0.256,0.992,0.008,0.0,0.0
nfl-iig-bucketed,ppo,2,Med,Own 48,UNDER CENTER,0.238,0.992,0.008,0.0,0.0
nfl-iig-bucketed,ppo,2,Med,Opp 47,UNDER CENTER,0.248,0.992,0.008,0.0,0.0
nfl-iig-bucketed,ppo,2,Med,Opp 42,UNDER CENTER,0.266,0.993,0.007,0.0,0.0
nfl-iig-bucketed,ppo,2,Med,Opp 37,UNDER CENTER,0.302,0.994,0.006,0.0,0.0
nfl-iig-bucketed,ppo,2,Med,Opp 32,UNDER CENTER,0.343,0.996,0.004,0.0,0.0
nfl-iig-bucketed,ppo,2,Med,Opp 27,UNDER CENTER,0.414,0.997,0.003,0.0,0.0
nfl-iig-bucketed,ppo,2,Med,Opp 22,UNDER CENTER,0.483,0.998,0.002,0.0,0.0
nfl-iig-bucketed,ppo,2,Med,Opp 17,UNDER CENTER,0.541,0.999,0.001,0.0,0.0
nfl-iig-bucketed,ppo,2,Med,Opp 12,UNDER CENTER,0.586,0.999,0.001,0.0,0.0
nfl-iig-bucketed,ppo,2,Med,Opp 7,UNDER CENTER,0.618,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,Med,Opp 2,UNDER CENTER,0.64,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,Long,Own 3,I_FORM,0.394,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,Long,Own 8,I_FORM,0.386,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,Long,Own 13,I_FORM,0.377,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,Long,Own 18,I_FORM,0.367,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,Long,Own 23,I_FORM,0.355,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,Long,Own 28,I_FORM,0.341,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,Long,Own 33,I_FORM,0.325,0.999,0.001,0.0,0.0
nfl-iig-bucketed,ppo,2,Long,Own 38,I_FORM,0.306,0.999,0.001,0.0,0.0
nfl-iig-bucketed,ppo,2,Long,Own 43,I_FORM,0.285,0.999,0.001,0.0,0.0
nfl-iig-bucketed,ppo,2,Long,Own 48,I_FORM,0.262,0.999,0.001,0.0,0.0
nfl-iig-bucketed,ppo,2,Long,Opp 47,UNDER CENTER,0.24,0.999,0.001,0.0,0.0
nfl-iig-bucketed,ppo,2,Long,Opp 42,UNDER CENTER,0.25,0.999,0.001,0.0,0.0
nfl-iig-bucketed,ppo,2,Long,Opp 37,UNDER CENTER,0.267,0.999,0.001,0.0,0.0
nfl-iig-bucketed,ppo,2,Long,Opp 32,UNDER CENTER,0.296,0.999,0.001,0.0,0.0
nfl-iig-bucketed,ppo,2,Long,Opp 27,UNDER CENTER,0.337,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,Long,Opp 22,UNDER CENTER,0.394,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,Long,Opp 17,UNDER CENTER,0.46,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,Long,Opp 12,UNDER CENTER,0.522,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,Long,Opp 7,UNDER CENTER,0.566,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,Long,Opp 2,UNDER CENTER,0.594,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,V.Long,Own 3,I_FORM,0.376,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,V.Long,Own 8,I_FORM,0.372,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,V.Long,Own 13,I_FORM,0.368,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,V.Long,Own 18,I_FORM,0.363,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,V.Long,Own 23,I_FORM,0.357,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,V.Long,Own 28,I_FORM,0.348,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,V.Long,Own 33,I_FORM,0.34,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,V.Long,Own 38,I_FORM,0.329,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,V.Long,Own 43,I_FORM,0.314,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,V.Long,Own 48,I_FORM,0.298,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,V.Long,Opp 47,I_FORM,0.279,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,V.Long,Opp 42,I_FORM,0.256,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,V.Long,Opp 37,UNDER CENTER,0.258,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,V.Long,Opp 32,UNDER CENTER,0.267,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,V.Long,Opp 27,UNDER CENTER,0.289,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,V.Long,Opp 22,UNDER CENTER,0.316,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,V.Long,Opp 17,UNDER CENTER,0.356,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,V.Long,Opp 12,UNDER CENTER,0.403,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,V.Long,Opp 7,UNDER CENTER,0.452,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,2,V.Long,Opp 2,UNDER CENTER,0.491,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Short,Own 3,I_FORM,0.436,0.115,0.885,0.0,0.0
nfl-iig-bucketed,ppo,3,Short,Own 8,I_FORM,0.419,0.102,0.898,0.0,0.0
nfl-iig-bucketed,ppo,3,Short,Own 13,I_FORM,0.402,0.09,0.91,0.0,0.0
nfl-iig-bucketed,ppo,3,Short,Own 18,I_FORM,0.385,0.084,0.916,0.0,0.0
nfl-iig-bucketed,ppo,3,Short,Own 23,I_FORM,0.368,0.082,0.918,0.0,0.0
nfl-iig-bucketed,ppo,3,Short,Own 28,I_FORM,0.347,0.083,0.917,0.0,0.0
nfl-iig-bucketed,ppo,3,Short,Own 33,I_FORM,0.327,0.087,0.913,0.0,0.0
nfl-iig-bucketed,ppo,3,Short,Own 38,I_FORM,0.305,0.091,0.909,0.0,0.0
nfl-iig-bucketed,ppo,3,Short,Own 43,I_FORM,0.279,0.1,0.9,0.0,0.0
nfl-iig-bucketed,ppo,3,Short,Own 48,SINGLEBACK,0.296,0.113,0.887,0.0,0.0
nfl-iig-bucketed,ppo,3,Short,Opp 47,SINGLEBACK,0.318,0.132,0.868,0.0,0.0
nfl-iig-bucketed,ppo,3,Short,Opp 42,SINGLEBACK,0.338,0.158,0.842,0.0,0.0
nfl-iig-bucketed,ppo,3,Short,Opp 37,SINGLEBACK,0.35,0.205,0.795,0.0,0.0
nfl-iig-bucketed,ppo,3,Short,Opp 32,SINGLEBACK,0.354,0.28,0.72,0.0,0.0
nfl-iig-bucketed,ppo,3,Short,Opp 27,SINGLEBACK,0.349,0.389,0.611,0.0,0.0
nfl-iig-bucketed,ppo,3,Short,Opp 22,UNDER CENTER,0.354,0.529,0.471,0.0,0.0
nfl-iig-bucketed,ppo,3,Short,Opp 17,UNDER CENTER,0.416,0.678,0.322,0.0,0.0
nfl-iig-bucketed,ppo,3,Short,Opp 12,UNDER CENTER,0.496,0.814,0.186,0.0,0.0
nfl-iig-bucketed,ppo,3,Short,Opp 7,UNDER CENTER,0.576,0.905,0.095,0.0,0.0
nfl-iig-bucketed,ppo,3,Short,Opp 2,UNDER CENTER,0.642,0.954,0.046,0.0,0.0
nfl-iig-bucketed,ppo,3,Med,Own 3,I_FORM,0.412,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Med,Own 8,I_FORM,0.407,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Med,Own 13,I_FORM,0.4,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Med,Own 18,I_FORM,0.393,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Med,Own 23,I_FORM,0.385,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Med,Own 28,I_FORM,0.375,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Med,Own 33,I_FORM,0.363,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Med,Own 38,I_FORM,0.35,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Med,Own 43,I_FORM,0.335,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Med,Own 48,I_FORM,0.317,0.999,0.001,0.0,0.0
nfl-iig-bucketed,ppo,3,Med,Opp 47,I_FORM,0.294,0.999,0.001,0.0,0.0
nfl-iig-bucketed,ppo,3,Med,Opp 42,UNDER CENTER,0.273,0.999,0.001,0.0,0.0
nfl-iig-bucketed,ppo,3,Med,Opp 37,UNDER CENTER,0.271,0.999,0.001,0.0,0.0
nfl-iig-bucketed,ppo,3,Med,Opp 32,UNDER CENTER,0.277,0.999,0.001,0.0,0.0
nfl-iig-bucketed,ppo,3,Med,Opp 27,UNDER CENTER,0.289,0.999,0.001,0.0,0.0
nfl-iig-bucketed,ppo,3,Med,Opp 22,UNDER CENTER,0.318,0.999,0.001,0.0,0.0
nfl-iig-bucketed,ppo,3,Med,Opp 17,UNDER CENTER,0.364,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Med,Opp 12,UNDER CENTER,0.44,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Med,Opp 7,UNDER CENTER,0.515,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Med,Opp 2,UNDER CENTER,0.574,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Long,Own 3,I_FORM,0.349,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Long,Own 8,I_FORM,0.35,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Long,Own 13,I_FORM,0.352,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Long,Own 18,I_FORM,0.353,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Long,Own 23,I_FORM,0.353,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Long,Own 28,I_FORM,0.354,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Long,Own 33,I_FORM,0.353,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Long,Own 38,I_FORM,0.346,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Long,Own 43,I_FORM,0.338,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Long,Own 48,I_FORM,0.329,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Long,Opp 47,I_FORM,0.319,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Long,Opp 42,I_FORM,0.305,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Long,Opp 37,UNDER CENTER,0.291,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Long,Opp 32,UNDER CENTER,0.288,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Long,Opp 27,UNDER CENTER,0.291,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Long,Opp 22,UNDER CENTER,0.297,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Long,Opp 17,UNDER CENTER,0.316,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Long,Opp 12,UNDER CENTER,0.346,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Long,Opp 7,UNDER CENTER,0.405,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,Long,Opp 2,UNDER CENTER,0.464,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,V.Long,Own 3,SHOTGUN,0.444,0.999,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,V.Long,Own 8,SHOTGUN,0.434,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,V.Long,Own 13,SHOTGUN,0.425,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,V.Long,Own 18,SHOTGUN,0.414,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,V.Long,Own 23,SHOTGUN,0.405,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,V.Long,Own 28,SHOTGUN,0.403,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,V.Long,Own 33,SHOTGUN,0.405,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,V.Long,Own 38,SHOTGUN,0.41,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,V.Long,Own 43,SHOTGUN,0.415,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,V.Long,Own 48,SHOTGUN,0.42,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,V.Long,Opp 47,SHOTGUN,0.423,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,V.Long,Opp 42,SHOTGUN,0.431,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,V.Long,Opp 37,SHOTGUN,0.437,1.0,0.0,0.0,0.0
nfl-iig-bucketed,ppo,3,V.Long,Opp 32,SHOTGUN,0.441,1.0,0.0,0.0,0.0
